"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USC00434290","JOHNSON 2 N, VT US","2018-09-23","0.0","0.0","0.0",,"13.3","-0.6","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-09-24","0.0","0.0","0.0",,"16.1","0.0","3.9"
"USC00434290","JOHNSON 2 N, VT US","2018-09-25","0.0","0.0","0.0",,"13.3","3.9","6.7"
"USC00434290","JOHNSON 2 N, VT US","2018-09-26","8.6","0.0","0.0",,"16.7","6.7","16.7"
"USC00434290","JOHNSON 2 N, VT US","2018-09-27","21.6","0.0","0.0",,"22.8","7.2","7.8"
"USC00434290","JOHNSON 2 N, VT US","2018-09-28","5.8","0.0","0.0",,"16.1","7.8","10.0"
"USC00434290","JOHNSON 2 N, VT US","2018-09-29","0.5","0.0","0.0",,"17.8","8.3","8.3"
"USC00434290","JOHNSON 2 N, VT US","2018-09-30","0.0","0.0","0.0",,"15.6","5.0","5.6"
"USC00434290","JOHNSON 2 N, VT US","2018-10-01","6.4","0.0","0.0",,"11.7","5.0","7.2"
"USC00434290","JOHNSON 2 N, VT US","2018-10-02","11.2","0.0","0.0",,"9.4","6.7","7.2"
"USC00434290","JOHNSON 2 N, VT US","2018-10-03","43.7","0.0","0.0",,"10.0","7.2","9.4"
"USC00434290","JOHNSON 2 N, VT US","2018-10-04","0.5","0.0","0.0",,"12.8","8.9","12.2"
"USC00434290","JOHNSON 2 N, VT US","2018-10-05","0.0","0.0","0.0",,"19.4","0.6","0.6"
"USC00434290","JOHNSON 2 N, VT US","2018-10-06","0.0","0.0","0.0",,"12.2","0.6","2.8"
"USC00434290","JOHNSON 2 N, VT US","2018-10-07","11.4","0.0","0.0",,"13.9","2.8","10.6"
"USC00434290","JOHNSON 2 N, VT US","2018-10-08","0.5","0.0","0.0",,"10.6","6.1","6.1"
"USC00434290","JOHNSON 2 N, VT US","2018-10-09","0.0","0.0","0.0",,"13.9","6.1","13.9"
"USC00434290","JOHNSON 2 N, VT US","2018-10-10","0.0","0.0","0.0",,"25.0","12.8","18.9"
"USC00434290","JOHNSON 2 N, VT US","2018-10-11","1.5","0.0","0.0",,"25.6","14.4","17.2"
"USC00434290","JOHNSON 2 N, VT US","2018-10-12","28.7","0.0","0.0",,"18.9","8.9","8.9"
"USC00434290","JOHNSON 2 N, VT US","2018-10-13","0.8","0.0","0.0",,"10.6","2.2","2.2"
"USC00434290","JOHNSON 2 N, VT US","2018-10-14","0.5","0.0","0.0",,"7.8","0.6","2.2"
"USC00434290","JOHNSON 2 N, VT US","2018-10-15","0.0","0.0","0.0",,"11.7","-0.6","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-10-16","6.1","0.0","0.0",,"13.9","0.0","2.8"
"USC00434290","JOHNSON 2 N, VT US","2018-10-17","0.5","0.0","0.0",,"7.8","1.7","4.4"
"USC00434290","JOHNSON 2 N, VT US","2018-10-18","6.4","0.0","0.0",,"8.9","-2.2","-2.2"
"USC00434290","JOHNSON 2 N, VT US","2018-10-19","0.0","0.0","0.0",,"3.3","-2.8","1.7"
"USC00434290","JOHNSON 2 N, VT US","2018-10-20","0.0","0.0","0.0",,"16.1","1.7","10.0"
"USC00434290","JOHNSON 2 N, VT US","2018-10-21","0.0","0.0","0.0",,"13.9","0.0","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-10-22","0.0","0.0","0.0",,"0.6","-2.2","-2.2"
"USC00434290","JOHNSON 2 N, VT US","2018-10-23","1.3","0.0","0.0",,"4.4","-2.2","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-10-24","7.6","0.0","0.0",,"7.2","-0.6","0.6"
"USC00434290","JOHNSON 2 N, VT US","2018-10-25","3.6","3.0","0.0",,"1.1","-1.7","-1.1"
"USC00434290","JOHNSON 2 N, VT US","2018-10-26","0.5","0.0","0.0",,"-1.1","-3.3","-3.3"
"USC00434290","JOHNSON 2 N, VT US","2018-10-27","0.0","0.0","0.0",,"3.3","-4.4","-0.6"
"USC00434290","JOHNSON 2 N, VT US","2018-10-28","13.7","0.0","0.0",,"2.2","-0.6","1.7"
"USC00434290","JOHNSON 2 N, VT US","2018-10-29","1.8","0.0","0.0",,"4.4","-4.4","3.3"
"USC00434290","JOHNSON 2 N, VT US","2018-10-30","1.3","0.0","0.0",,"6.7","0.0","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-10-31","0.0","0.0","0.0",,"1.7","-2.8","-2.2"
"USC00434290","JOHNSON 2 N, VT US","2018-11-01","8.9","0.0","0.0",,"6.1","-2.2","4.4"
"USC00434290","JOHNSON 2 N, VT US","2018-11-02","24.6","0.0","0.0",,"7.2","3.9","6.7"
"USC00434290","JOHNSON 2 N, VT US","2018-11-03","13.0","0.0","0.0",,"9.4","6.7","6.7"
"USC00434290","JOHNSON 2 N, VT US","2018-11-04","18.8","5.0","0.0",,"7.2","-0.6","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-11-05","0.0","0.0","0.0",,"4.4","-2.8","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-11-06","2.5","0.0","0.0",,"3.9","0.0","3.9"
"USC00434290","JOHNSON 2 N, VT US","2018-11-07","11.2","0.0","0.0",,"10.6","3.9","7.8"
"USC00434290","JOHNSON 2 N, VT US","2018-11-08","0.0","0.0","0.0",,"10.6","2.8","2.8"
"USC00434290","JOHNSON 2 N, VT US","2018-11-09","0.0","0.0","0.0",,"6.1","-2.2","-2.2"
"USC00434290","JOHNSON 2 N, VT US","2018-11-10","16.5","51.0","51.0",,"3.9","-2.2","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-11-11","0.8","0.0","51.0",,"3.9","-5.6","-5.6"
"USC00434290","JOHNSON 2 N, VT US","2018-11-12","0.0","0.0","51.0",,"-0.6","-7.8","-7.8"
"USC00434290","JOHNSON 2 N, VT US","2018-11-13","4.8","51.0","102.0",,"3.9","-7.8","-0.6"
"USC00434290","JOHNSON 2 N, VT US","2018-11-14","8.9","127.0","178.0",,"0.0","-11.1","-11.1"
"USC00434290","JOHNSON 2 N, VT US","2018-11-15","0.5","13.0","178.0",,"-10.6","-16.1","-16.1"
"USC00434290","JOHNSON 2 N, VT US","2018-11-16","11.4","152.0","330.0",,"-6.7","-16.1","-6.7"
"USC00434290","JOHNSON 2 N, VT US","2018-11-17","9.4","30.0","356.0",,"0.0","-6.7","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-11-18","0.5","5.0","356.0",,"3.3","-10.0","-8.3"
"USC00434290","JOHNSON 2 N, VT US","2018-11-19","0.0","0.0","305.0",,"-2.8","-8.3","-2.8"
"USC00434290","JOHNSON 2 N, VT US","2018-11-20","0.0","0.0","254.0",,"1.7","-5.6","-4.4"
"USC00434290","JOHNSON 2 N, VT US","2018-11-21","2.8","38.0","305.0",,"-1.7","-7.8","-7.8"
"USC00434290","JOHNSON 2 N, VT US","2018-11-22","1.5","51.0","356.0",,"-3.9","-18.9","-18.3"
"USC00434290","JOHNSON 2 N, VT US","2018-11-23","0.0","0.0","356.0",,"-13.9","-18.3","-16.7"
"USC00434290","JOHNSON 2 N, VT US","2018-11-24","0.0","0.0","356.0",,"-6.1","-16.7","-11.1"
"USC00434290","JOHNSON 2 N, VT US","2018-11-25","2.3","0.0","279.0",,"3.9","-11.1","1.1"
"USC00434290","JOHNSON 2 N, VT US","2018-11-26","6.4","0.0","178.0",,"2.8","0.0","0.0"
"USC00434290","JOHNSON 2 N, VT US","2018-11-27","13.2","114.0","305.0",,"2.2","-1.1","-1.1"
"USC00434290","JOHNSON 2 N, VT US","2018-11-28","11.4","127.0","432.0",,"-0.6","-1.7","-1.7"
"USC00434290","JOHNSON 2 N, VT US","2018-11-29","6.1","76.0","508.0",,"-0.6","-1.7","-1.7"
"USC00434290","JOHNSON 2 N, VT US","2018-11-30","0.0","0.0","508.0",,"-1.1","-2.8","-2.8"
"USC00434290","JOHNSON 2 N, VT US","2018-12-01","0.0","0.0","432.0",,"-1.7","-3.3","-2.8"
"USC00434290","JOHNSON 2 N, VT US","2018-12-02","6.4","13.0","432.0",,"-0.6","-2.8","-0.6"
"USC00434290","JOHNSON 2 N, VT US","2018-12-03","5.8","0.0","356.0",,"3.3","-0.6","0.6"
"USC00434290","JOHNSON 2 N, VT US","2018-12-04","9.1","51.0","254.0",,"4.4","-7.8","-7.8"
"USC00434290","JOHNSON 2 N, VT US","2018-12-05","0.5","25.0","279.0",,"-6.7","-12.2","-11.7"
"USC00434290","JOHNSON 2 N, VT US","2018-12-06","1.0","51.0","305.0",,"-5.0","-12.2","-7.2"
"USC00434290","JOHNSON 2 N, VT US","2018-12-07","3.6","76.0","330.0",,"-0.6","-7.8","-7.8"
"USC00434290","JOHNSON 2 N, VT US","2018-12-08","0.3","0.0","330.0",,"-7.8","-22.2","-21.7"
"USC00434290","JOHNSON 2 N, VT US","2018-12-09","0.8","38.0","356.0",,"-10.0","-21.7","-11.1"
"USC00434290","JOHNSON 2 N, VT US","2018-12-10","0.3","0.0","356.0",,"-1.1","-11.1","-8.9"
"USC00434290","JOHNSON 2 N, VT US","2018-12-11","0.0","0.0","330.0",,"-8.9","-19.4","-19.4"
"USC00434290","JOHNSON 2 N, VT US","2018-12-12","0.8","38.0","356.0",,"-4.4","-20.0","-10.6"
"USC00434290","JOHNSON 2 N, VT US","2018-12-13","0.0","0.0","330.0",,"-7.8","-22.8","-17.8"
"USC00434290","JOHNSON 2 N, VT US","2018-12-14","0.0","0.0","305.0",,"-4.4","-18.3","-5.0"
"USC00434290","JOHNSON 2 N, VT US","2018-12-15","3.8","0.0","178.0",,"3.9","-5.0","1.1"
"USC00434290","JOHNSON 2 N, VT US","2018-12-16","0.0","0.0","127.0",,"2.8","-5.6","-5.0"
"USC00434290","JOHNSON 2 N, VT US","2018-12-17","0.0","0.0","127.0",,"1.7","-5.0","-2.2"
"USC00434290","JOHNSON 2 N, VT US","2018-12-18","2.5","51.0","152.0",,"0.0","-11.1","-11.1"
"USC00434290","JOHNSON 2 N, VT US","2018-12-19","0.0","0.0","152.0",,"-8.3","-12.2","-10.6"
"USC00434290","JOHNSON 2 N, VT US","2018-12-20","0.0","0.0","152.0",,"-2.8","-13.3","-11.1"
"USC00434290","JOHNSON 2 N, VT US","2018-12-21","12.7","0.0","51.0",,"5.0","-11.1","3.3"
"USC00434290","JOHNSON 2 N, VT US","2018-12-22","33.3","0.0","0.0",,"11.1","3.3","6.7"
"USC00434290","JOHNSON 2 N, VT US","2018-12-23","0.5","0.0","25.0",,"6.7","-10.6","-10.6"
"USC00434290","JOHNSON 2 N, VT US","2018-12-24","0.0","0.0","25.0",,"-3.9","-11.1","-8.9"
"USC00434290","JOHNSON 2 N, VT US","2018-12-25","0.5","25.0","51.0",,"-3.3","-13.9","-13.9"
"USC00434290","JOHNSON 2 N, VT US","2018-12-26","0.5","25.0","51.0",,"-3.3","-17.2","-12.2"
"USC00434290","JOHNSON 2 N, VT US","2018-12-27","1.0","13.0","51.0",,"-4.4","-14.4","-13.9"
"USC00434290","JOHNSON 2 N, VT US","2018-12-28","9.4","25.0","51.0",,"-2.8","-13.9","-2.8"
"USC00434290","JOHNSON 2 N, VT US","2018-12-29","19.1","0.0","25.0",,"5.0","-2.8","3.3"
"USC00434290","JOHNSON 2 N, VT US","2018-12-30","0.5","0.0","25.0",,"3.3","-12.8","-11.7"
"USC00434290","JOHNSON 2 N, VT US","2018-12-31","0.0","0.0","25.0",,"-5.6","-11.7","-6.7"
"USC00434290","JOHNSON 2 N, VT US","2019-01-01","14.5","38.0","51.0",,"7.2","-6.7","5.6"
"USC00434290","JOHNSON 2 N, VT US","2019-01-02","1.3","0.0","51.0",,"7.2","-13.9","-13.3"
"USC00434290","JOHNSON 2 N, VT US","2019-01-03","7.1","152.0","203.0",,"-6.1","-13.3","-6.7"
"USC00434290","JOHNSON 2 N, VT US","2019-01-04","0.8","25.0","203.0",,"-2.2","-6.7","-2.8"
"USC00434290","JOHNSON 2 N, VT US","2019-01-05","0.0","0.0","178.0",,"3.9","-7.8","-7.2"
"USC00434290","JOHNSON 2 N, VT US","2019-01-06","1.3","25.0","203.0",,"2.8","-7.8","-1.1"
"USC00434290","JOHNSON 2 N, VT US","2019-01-07","1.5","51.0","229.0",,"-1.1","-18.3","-18.3"
"USC00434290","JOHNSON 2 N, VT US","2019-01-08","5.3","51.0","254.0",,"-6.1","-18.9","-6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-01-09","5.8","51.0","305.0",,"-0.6","-6.1","-0.6"
"USC00434290","JOHNSON 2 N, VT US","2019-01-10","5.1","152.0","432.0",,"-0.6","-7.8","-5.6"
"USC00434290","JOHNSON 2 N, VT US","2019-01-11","1.8","76.0","508.0",,"-5.6","-20.0","-18.3"
"USC00434290","JOHNSON 2 N, VT US","2019-01-12","0.0","0.0","432.0",,"-17.8","-20.0","-19.4"
"USC00434290","JOHNSON 2 N, VT US","2019-01-13","0.0","0.0","356.0",,"-12.2","-24.4","-23.9"
"USC00434290","JOHNSON 2 N, VT US","2019-01-14","0.0","0.0","330.0",,"-11.7","-24.4","-23.9"
"USC00434290","JOHNSON 2 N, VT US","2019-01-15","0.0","0.0","330.0",,"-7.2","-24.4","-11.1"
"USC00434290","JOHNSON 2 N, VT US","2019-01-16","0.8","3.0","330.0",,"-3.3","-13.9","-3.3"
"USC00434290","JOHNSON 2 N, VT US","2019-01-17","0.0","0.0","254.0",,"-1.7","-22.2","-22.2"
"USC00434290","JOHNSON 2 N, VT US","2019-01-18","0.0","0.0","254.0",,"-8.9","-22.2","-10.0"
"USC00434290","JOHNSON 2 N, VT US","2019-01-19","1.5","38.0","305.0",,"-5.0","-20.0","-20.0"
"USC00434290","JOHNSON 2 N, VT US","2019-01-20","15.5","178.0","457.0",,"-12.8","-20.0","-13.9"
"USC00434290","JOHNSON 2 N, VT US","2019-01-21","15.2","203.0","584.0",,"-12.2","-25.0","-25.0"
"USC00434290","JOHNSON 2 N, VT US","2019-01-22","1.8","51.0","559.0",,"-20.6","-25.0","-24.4"
"USC00434290","JOHNSON 2 N, VT US","2019-01-23","0.0","0.0","559.0",,"-10.6","-24.4","-10.6"
"USC00434290","JOHNSON 2 N, VT US","2019-01-24","10.7","0.0","508.0",,"4.4","-10.6","3.3"
"USC00434290","JOHNSON 2 N, VT US","2019-01-25","16.8","38.0","533.0",,"5.0","-8.3","-7.8"
"USC00434290","JOHNSON 2 N, VT US","2019-01-26","1.3","25.0","559.0",,"-3.3","-13.9","-12.8"
"USC00434290","JOHNSON 2 N, VT US","2019-01-27","0.0","0.0","559.0",,"-8.3","-17.8","-10.6"
"USC00434290","JOHNSON 2 N, VT US","2019-01-28","4.3","76.0","559.0",,"-3.3","-18.9","-18.9"
"USC00434290","JOHNSON 2 N, VT US","2019-01-29","0.0","0.0","483.0",,"-12.2","-20.6","-12.2"
"USC00434290","JOHNSON 2 N, VT US","2019-01-30","7.6","127.0","559.0",,"-6.1","-12.2","-11.1"
"USC00434290","JOHNSON 2 N, VT US","2019-01-31","1.3","51.0","533.0",,"-7.8","-20.0","-19.4"
"USC00434290","JOHNSON 2 N, VT US","2019-02-01","0.0","0.0","508.0",,"-13.9","-19.4","-18.3"
"USC00434290","JOHNSON 2 N, VT US","2019-02-02","0.0","0.0","508.0",,"-10.0","-20.6","-19.4"
"USC00434290","JOHNSON 2 N, VT US","2019-02-03","2.0","76.0","533.0",,"-7.8","-19.4","-9.4"
"USC00434290","JOHNSON 2 N, VT US","2019-02-04","7.6","5.0","508.0",,"2.8","-9.4","2.8"
"USC00434290","JOHNSON 2 N, VT US","2019-02-05","3.8","0.0","432.0",,"6.1","1.7","5.0"
"USC00434290","JOHNSON 2 N, VT US","2019-02-06","0.0","0.0","330.0",,"10.0","-12.2","-11.7"
"USC00434290","JOHNSON 2 N, VT US","2019-02-07","5.3","0.0","330.0",,"0.0","-11.7","-0.6"
"USC00434290","JOHNSON 2 N, VT US","2019-02-08","2.5","0.0","279.0",,"2.2","-0.6","2.2"
"USC00434290","JOHNSON 2 N, VT US","2019-02-09","0.0","0.0","254.0",,"5.6","-12.2","-12.2"
"USC00434290","JOHNSON 2 N, VT US","2019-02-10","0.0","0.0","254.0",,"-8.3","-13.3","-13.3"
"USC00434290","JOHNSON 2 N, VT US","2019-02-11","0.0","0.0","254.0",,"-5.6","-13.9","-13.3"
"USC00434290","JOHNSON 2 N, VT US","2019-02-12","0.0","0.0","254.0",,"-8.3","-20.6","-20.0"
"USC00434290","JOHNSON 2 N, VT US","2019-02-13","21.3","178.0","457.0",,"-5.6","-20.0","-5.6"
"USC00434290","JOHNSON 2 N, VT US","2019-02-14","4.6","89.0","483.0",,"-1.7","-8.3","-8.3"
"USC00434290","JOHNSON 2 N, VT US","2019-02-15","0.0","0.0","457.0",,"-2.2","-11.1","-2.2"
"USC00434290","JOHNSON 2 N, VT US","2019-02-16","1.8","0.0","432.0",,"1.7","-4.4","-4.4"
"USC00434290","JOHNSON 2 N, VT US","2019-02-17","0.0","0.0","432.0",,"-2.2","-17.2","-17.2"
"USC00434290","JOHNSON 2 N, VT US","2019-02-18","0.0","0.0","432.0",,"-6.7","-17.2","-17.2"
"USC00434290","JOHNSON 2 N, VT US","2019-02-19","2.5","76.0","483.0",,"-7.8","-17.2","-16.7"
"USC00434290","JOHNSON 2 N, VT US","2019-02-20","0.0","0.0","457.0",,"-9.4","-18.9","-18.3"
"USC00434290","JOHNSON 2 N, VT US","2019-02-21","11.4","51.0","483.0",,"-5.6","-18.3","-5.6"
"USC00434290","JOHNSON 2 N, VT US","2019-02-22","2.5","25.0","483.0",,"1.1","-6.7","-6.7"
"USC00434290","JOHNSON 2 N, VT US","2019-02-23","0.0","0.0","483.0",,"-1.1","-13.3","-11.7"
"USC00434290","JOHNSON 2 N, VT US","2019-02-24","4.6","13.0","483.0",,"1.7","-11.7","-3.3"
"USC00434290","JOHNSON 2 N, VT US","2019-02-25","8.1","3.0","483.0",,"1.1","-3.9","-3.9"
"USC00434290","JOHNSON 2 N, VT US","2019-02-26","0.0","0.0","483.0",,"-3.9","-17.2","-17.2"
"USC00434290","JOHNSON 2 N, VT US","2019-02-27","0.0","0.0","483.0",,"-13.3","-23.3","-22.2"
"USC00434290","JOHNSON 2 N, VT US","2019-02-28","0.5","13.0","483.0",,"-14.4","-22.2","-18.9"
"USC00434290","JOHNSON 2 N, VT US","2019-03-01","0.0","0.0","483.0",,"-7.8","-20.6","-19.4"
"USC00434290","JOHNSON 2 N, VT US","2019-03-02","0.0","0.0","483.0",,"0.6","-19.4","-10.0"
"USC00434290","JOHNSON 2 N, VT US","2019-03-03","0.0","0.0","483.0",,"2.8","-10.0","-6.7"
"USC00434290","JOHNSON 2 N, VT US","2019-03-04","1.5","25.0","483.0",,"-1.1","-6.7","-6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-03-06",,"38.0","508.0",,"-6.1","-15.6","-15.6"
"USC00434290","JOHNSON 2 N, VT US","2019-03-07","0.0","0.0","483.0",,"-8.9","-18.3","-16.7"
"USC00434290","JOHNSON 2 N, VT US","2019-03-08","0.0","0.0","483.0",,"-8.9","-16.7","-15.0"
"USC00434290","JOHNSON 2 N, VT US","2019-03-09","0.0","0.0","483.0",,"-0.6","-15.0","-8.9"
"USC00434290","JOHNSON 2 N, VT US","2019-03-10","0.0","0.0","457.0",,"0.6","-8.9","-3.9"
"USC00434290","JOHNSON 2 N, VT US","2019-03-11","8.4","38.0","483.0",,"1.7","-6.1","1.1"
"USC00434290","JOHNSON 2 N, VT US","2019-03-12","2.8","76.0","559.0",,"1.7","-6.1","-6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-03-13","0.0","0.0","508.0",,"-2.2",,"-13.3"
"USC00434290","JOHNSON 2 N, VT US","2019-03-14","1.0","13.0","508.0",,"2.2","-13.3","-1.1"
"USC00434290","JOHNSON 2 N, VT US","2019-03-15","2.8","0.0","457.0",,"7.8","-1.1","4.4"
"USC00434290","JOHNSON 2 N, VT US","2019-03-16","1.8","0.0","330.0",,"13.3","1.1","1.1"
"USC00434290","JOHNSON 2 N, VT US","2019-03-17","0.8","25.0","305.0",,"1.1","-9.4","-9.4"
"USC00434290","JOHNSON 2 N, VT US","2019-03-18","0.0","0.0","305.0",,"-3.9","-12.2","-12.2"
"USC00434290","JOHNSON 2 N, VT US","2019-03-19","0.0","0.0","279.0",,"0.0","-13.3","-12.8"
"USC00434290","JOHNSON 2 N, VT US","2019-03-20","0.0","0.0","279.0",,"0.6","-13.3","-12.8"
"USC00434290","JOHNSON 2 N, VT US","2019-03-21","0.0","0.0","229.0",,"7.8","-12.8","1.1"
"USC00434290","JOHNSON 2 N, VT US","2019-03-22","3.0","25.0","229.0",,"6.7","-0.6","-0.6"
"USC00434290","JOHNSON 2 N, VT US","2019-03-23","16.0","254.0","457.0",,"0.6","-6.7","-6.7"
"USC00434290","JOHNSON 2 N, VT US","2019-03-24","1.8","13.0","457.0",,"-3.3","-7.8","-4.4"
"USC00434290","JOHNSON 2 N, VT US","2019-03-25","1.3","38.0","483.0",,"5.6","-9.4","-8.3"
"USC00434290","JOHNSON 2 N, VT US","2019-03-26","0.0","0.0","330.0",,"-1.1","-10.6","-10.0"
"USC00434290","JOHNSON 2 N, VT US","2019-03-27","0.0","0.0","330.0",,"-1.1","-12.8","-12.8"
"USC00434290","JOHNSON 2 N, VT US","2019-03-28","0.0","0.0","305.0",,"7.2","-12.8","-2.2"
"USC00434290","JOHNSON 2 N, VT US","2019-03-29","0.0","0.0","254.0",,"8.3","-2.2","4.4"
"USC00434290","JOHNSON 2 N, VT US","2019-03-30","0.0","0.0","229.0",,"7.2","-3.9","0.0"
"USC00434290","JOHNSON 2 N, VT US","2019-03-31","0.0","0.0","152.0",,"8.3","-0.6","6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-04-01","7.1","13.0","152.0",,"10.0","-7.2","-7.2"
"USC00434290","JOHNSON 2 N, VT US","2019-04-02","0.0","0.0","127.0",,"0.0","-7.2","-6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-04-03","0.0","0.0","76.0",,"7.8","-6.1","0.6"
"USC00434290","JOHNSON 2 N, VT US","2019-04-04","0.0","0.0","25.0",,"10.0","-3.9","-3.9"
"USC00434290","JOHNSON 2 N, VT US","2019-04-05","0.0","0.0","0.0",,"0.0","-9.4","-8.3"
"USC00434290","JOHNSON 2 N, VT US","2019-04-06","2.8","13.0","25.0",,"3.9","-8.3","0.0"
"USC00434290","JOHNSON 2 N, VT US","2019-04-07","0.0","0.0","0.0",,"3.9","-1.1","0.0"
"USC00434290","JOHNSON 2 N, VT US","2019-04-08","3.8","0.0","0.0",,"10.0","0.0","2.2"
"USC00434290","JOHNSON 2 N, VT US","2019-04-09","9.9","0.0","0.0",,"2.8","-2.2","-1.7"
"USC00434290","JOHNSON 2 N, VT US","2019-04-10","9.1","25.0","25.0",,"2.8","-3.9","-3.9"
"USC00434290","JOHNSON 2 N, VT US","2019-04-11","0.0","0.0","25.0",,"0.0","-6.1","-5.6"
"USC00434290","JOHNSON 2 N, VT US","2019-04-12","0.0","0.0","0.0",,"6.1","-5.6","0.6"
"USC00434290","JOHNSON 2 N, VT US","2019-04-13","1.3","0.0","0.0",,"10.0","0.6","8.3"
"USC00434290","JOHNSON 2 N, VT US","2019-04-14","0.0","0.0","0.0",,"19.4","0.0","1.1"
"USC00434290","JOHNSON 2 N, VT US","2019-04-15","16.0","0.0","0.0",,"9.4","1.1","6.7"
"USC00434290","JOHNSON 2 N, VT US","2019-04-16","4.3","15.0","25.0",,"10.0","-1.1","-1.1"
"USC00434290","JOHNSON 2 N, VT US","2019-04-17","0.0","0.0","0.0",,"4.4","-1.1",
"USC00434290","JOHNSON 2 N, VT US","2019-04-18","0.0","0.0","0.0",,"10.6","1.7","10.6"
"USC00434290","JOHNSON 2 N, VT US","2019-04-19","1.0","0.0","0.0",,"10.6","1.7","10.6"
"USC00434290","JOHNSON 2 N, VT US","2019-04-20","21.3","0.0","0.0",,"20.0","5.0","5.0"
"USC00434290","JOHNSON 2 N, VT US","2019-04-21","3.0","0.0","0.0",,"17.2","5.0","12.2"
"USC00434290","JOHNSON 2 N, VT US","2019-04-22","0.0","0.0","0.0",,"20.6","8.3","8.3"
"USC00434290","JOHNSON 2 N, VT US","2019-04-23","0.0","0.0","0.0",,"20.0","5.0","6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-04-24","6.6","0.0","0.0",,"20.0","6.1","8.3"
"USC00434290","JOHNSON 2 N, VT US","2019-04-25","4.8","0.0","0.0",,"8.3","3.3","3.9"
"USC00434290","JOHNSON 2 N, VT US","2019-04-26","0.0","0.0","0.0",,"11.1","2.2","6.7"
"USC00434290","JOHNSON 2 N, VT US","2019-04-27","20.6","0.0","0.0",,"7.2","3.9","3.9"
"USC00434290","JOHNSON 2 N, VT US","2019-04-28","6.9","0.0","0.0",,"6.1","0.0","0.6"
"USC00434290","JOHNSON 2 N, VT US","2019-04-29",,"0.0","0.0",,,,
"USC00434290","JOHNSON 2 N, VT US","2019-04-30",,"0.0","0.0",,"8.3","-0.6","2.8"
"USC00434290","JOHNSON 2 N, VT US","2019-05-01","0.0","0.0","0.0",,"10.6","0.6","2.2"
"USC00434290","JOHNSON 2 N, VT US","2019-05-02","6.4","0.0","0.0",,"7.8","2.2","3.3"
"USC00434290","JOHNSON 2 N, VT US","2019-05-03","1.5","0.0","0.0",,"7.8","3.3","5.0"
"USC00434290","JOHNSON 2 N, VT US","2019-05-04","9.9","0.0","0.0",,"8.3","5.0","7.8"
"USC00434290","JOHNSON 2 N, VT US","2019-05-05","0.0","0.0","0.0",,"12.2","2.8","4.4"
"USC00434290","JOHNSON 2 N, VT US","2019-05-06","0.0","0.0","0.0",,"18.9","4.4","6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-05-07","0.0","0.0","0.0",,"21.7","6.1","11.7"
"USC00434290","JOHNSON 2 N, VT US","2019-05-08","7.4","0.0","0.0",,"13.3","0.0","1.1"
"USC00434290","JOHNSON 2 N, VT US","2019-05-09","0.0","0.0","0.0",,"10.6","-1.7","1.7"
"USC00434290","JOHNSON 2 N, VT US","2019-05-10","27.2","0.0","0.0",,"17.2","1.7","5.0"
"USC00434290","JOHNSON 2 N, VT US","2019-05-11","16.8","0.0","0.0",,"13.3","3.9","6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-05-12","0.0","0.0","0.0",,"10.6","1.1","3.3"
"USC00434290","JOHNSON 2 N, VT US","2019-05-13","0.0","0.0","0.0",,"13.3","3.3","7.8"
"USC00434290","JOHNSON 2 N, VT US","2019-05-14","12.2","0.0","0.0",,"15.0","1.1","2.2"
"USC00434290","JOHNSON 2 N, VT US","2019-05-15",,"0.0","0.0",,"7.8","2.2",
"USC00434290","JOHNSON 2 N, VT US","2019-05-16","0.0","0.0","0.0",,"12.8","4.4","7.2"
"USC00434290","JOHNSON 2 N, VT US","2019-05-17","4.6","0.0","0.0",,"15.0","5.6","6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-05-18","0.5","0.0","0.0",,"18.9","5.6","5.6"
"USC00434290","JOHNSON 2 N, VT US","2019-05-19","0.0","0.0","0.0",,"13.9","5.6","11.1"
"USC00434290","JOHNSON 2 N, VT US","2019-05-20","19.1","0.0","0.0",,"25.6","10.6","16.1"
"USC00434290","JOHNSON 2 N, VT US","2019-05-21","0.8","0.0","0.0",,"25.0","5.6","6.1"
"USC00434290","JOHNSON 2 N, VT US","2019-05-22","0.0","0.0","0.0",,"12.8","5.0","7.2"
"USC00434290","JOHNSON 2 N, VT US","2019-05-23","0.0","0.0","0.0",,"17.8","7.2","12.2"
